symbol,option_type,entry_time,exit_time,entry_price,exit_price,bars_held,lots,gross,charges,pnl,exit_reason,test_day,entry_threshold
BANKNIFTY23JAN2031500PE,PE,2020-01-17 09:20:00,2020-01-17 09:36:00,226.4647438812256,241.44487804412844,16,1,299.60268325805714,55.886316027676955,243.71636723038017,signal,2020-01-17,0.6
BANKNIFTY23JAN2031500PE,PE,2020-01-17 10:25:00,2020-01-17 10:27:00,169.2721311187744,168.67725608825685,2,1,-11.89750061035113,53.40580735435553,-65.30330796470666,signal,2020-01-17,0.6
BANKNIFTY23JAN2031500PE,PE,2020-01-17 11:46:00,2020-01-17 11:48:00,172.93124999999998,173.814375,2,1,17.662500000000705,53.576220009249994,-35.91372000924929,signal,2020-01-17,0.6
BANKNIFTY23JAN2030900CE,CE,2020-01-21 10:02:00,2020-01-21 10:06:00,350.8248872375488,375.7582621765137,4,1,498.66749877929806,60.69830173496106,437.96919704433697,signal,2020-01-21,0.65
BANKNIFTY23JAN2030900CE,CE,2020-01-21 14:46:00,2020-01-21 15:14:00,269.6725,258.7016310882569,28,1,-219.41737823486278,56.84285826493833,-276.2602364998011,eod,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 09:31:00,2020-01-21 09:34:00,165.2120030593872,181.54500000000002,3,1,326.6599388122563,53.6683558032086,272.9915830090477,signal,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 09:43:00,2020-01-21 09:48:00,143.3073719406128,125.79521108946992,5,1,-350.2432170228576,52.04018586249724,-402.28340288535486,stop,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 11:12:00,2020-01-21 11:25:00,174.88612194061278,182.59237804412842,13,1,154.12512207031284,53.81401919113556,100.31110287917728,signal,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 11:42:00,2020-01-21 12:02:00,151.1770030593872,132.70317328553008,20,1,-369.4765954771424,52.30598152093651,-421.78257699807887,stop,2020-01-21,0.65
BANKNIFTY23JAN2031100CE,CE,2020-01-22 14:54:00,2020-01-22 15:14:00,32.08,31.720499238967896,20,1,-7.190015220642039,48.37010582328896,-55.560121043931,eod,2020-01-22,0.6
BANKNIFTY30JAN2030700PE,PE,2020-01-30 10:48:00,2020-01-30 11:02:00,126.3651280593872,132.56774391174318,14,1,124.05231704711952,51.99443458077028,72.05788246634924,signal,2020-01-30,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 10:05:00,2020-03-06 10:07:00,331.0255122375488,349.9728810882568,2,1,378.94737701416034,59.82512892427273,319.1222480898876,signal,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 12:57:00,2020-03-06 13:02:00,386.213125,378.65100608825685,5,1,-151.24237823486283,61.20831299143832,-212.45069122630116,signal,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 13:09:00,2020-03-06 13:10:00,356.0880122375488,312.57405714212035,1,1,-870.2791019085691,59.22682136513649,-929.5059232737057,stop,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 13:16:00,2020-03-06 13:18:00,304.76,301.54423782348636,2,1,-64.31524353027271,58.32085775912335,-122.63610128939607,signal,2020-03-06,0.6
BANKNIFTY19MAR2022400CE,CE,2020-03-18 12:10:00,2020-03-18 12:14:00,94.93674694061279,95.8597484779358,4,3,55.38009223938019,57.73333104210794,-2.353238802727752,signal,2020-03-18,0.7
BANKNIFTY19MAR2022400CE,CE,2020-03-18 12:32:00,2020-03-18 12:37:00,69.87424694061279,72.26887195587159,5,3,143.6775009155278,55.0777864845917,88.59971443093609,signal,2020-03-18,0.7
BANKNIFTY19MAR2019100PE,PE,2020-03-19 13:46:00,2020-03-19 13:49:00,33.43337347030639,29.34781523223495,3,2,-163.4223295228577,49.458414754456975,-212.88074427731468,stop,2020-03-19,0.7
BANKNIFTY19MAR2019100PE,PE,2020-03-19 13:50:00,2020-03-19 13:51:00,20.6515003824234,18.12788703569126,1,2,-100.94453386928564,48.59500290650483,-149.53953677579045,stop,2020-03-19,0.7
BANKNIFTY30APR2019700CE,CE,2020-04-24 13:54:00,2020-04-24 14:06:00,509.7211372375488,447.4332142671204,12,1,-1245.7584594085688,64.41575805113214,-1310.174217459701,stop,2020-04-24,0.7
BANKNIFTY30APR2019700CE,CE,2020-04-24 14:10:00,2020-04-24 14:40:00,457.9921311187744,459.8475,30,1,37.10737762451231,64.07505769116722,-26.967680066654907,time,2020-04-24,0.7
