symbol,option_type,entry_time,exit_time,entry_price,exit_price,bars_held,gross,charges,pnl,test_day,entry_threshold
BANKNIFTY23JAN2031500PE,PE,2020-01-17 09:15:00,2020-01-17 09:36:00,252.4295030593872,241.44487804412844,21,-219.69250030517514,56.208891809802765,-275.9013921149779,2020-01-17,0.6
BANKNIFTY23JAN2031500PE,PE,2020-01-17 10:25:00,2020-01-17 10:27:00,169.2721311187744,168.67725608825685,2,-11.89750061035113,53.40580735435553,-65.30330796470666,2020-01-17,0.6
BANKNIFTY23JAN2031500PE,PE,2020-01-17 11:46:00,2020-01-17 11:48:00,172.93124999999998,173.814375,2,17.662500000000705,53.576220009249994,-35.91372000924929,2020-01-17,0.6
BANKNIFTY23JAN2030900CE,CE,2020-01-21 10:02:00,2020-01-21 10:06:00,350.8248872375488,375.7582621765137,4,498.66749877929806,60.69830173496106,437.96919704433697,2020-01-21,0.65
BANKNIFTY23JAN2030900CE,CE,2020-01-21 14:46:00,2020-01-21 15:14:00,269.6725,258.7016310882569,28,-219.41737823486278,56.84285826493833,-276.2602364998011,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 09:31:00,2020-01-21 09:34:00,165.2120030593872,181.54500000000002,3,326.6599388122563,53.6683558032086,272.9915830090477,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 09:43:00,2020-01-21 09:55:00,143.3073719406128,133.4655030441284,12,-196.8373779296877,52.22675497588557,-249.06413290557327,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 11:12:00,2020-01-21 11:25:00,174.88612194061278,182.59237804412842,13,154.12512207031284,53.81401919113556,100.31110287917728,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 11:42:00,2020-01-21 12:11:00,151.1770030593872,130.27350608825685,29,-418.06993942260704,52.246883267896926,-470.31682269050395,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 12:48:00,2020-01-21 13:17:00,149.32237194061278,142.04399391174317,29,-145.56756057739221,52.51014271035308,-198.0777032877453,2020-01-21,0.65
BANKNIFTY23JAN2030900PE,PE,2020-01-21 14:37:00,2020-01-21 14:43:00,143.106875,138.40312500000002,6,-94.0749999999997,52.3443648235,-146.4193648234997,2020-01-21,0.65
BANKNIFTY23JAN2031100CE,CE,2020-01-22 14:54:00,2020-01-22 15:14:00,32.08,31.720499238967896,20,-7.190015220642039,48.37010582328896,-55.560121043931,2020-01-22,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 11:27:00,2020-01-29 11:30:00,232.07874999999999,235.6094969558716,3,70.61493911743241,55.81412471865583,14.80081439877658,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 12:31:00,2020-01-29 12:34:00,199.3471311187744,210.77175304412842,3,228.49243850708035,54.80333683051137,173.68910167656898,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 12:52:00,2020-01-29 13:02:00,217.19161888122557,226.28288108825686,10,181.82524414062584,55.40231608277112,126.42292805785472,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 13:31:00,2020-01-29 13:33:00,191.97875,189.32550304412842,2,-53.06493911743132,54.19014500434417,-107.2550841217755,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 13:35:00,2020-01-29 13:41:00,179.4475,168.17850608825685,6,-225.37987823486276,53.52009067168832,-278.89996890655107,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 14:37:00,2020-01-29 14:55:00,172.93124999999998,156.45788108825684,18,-329.46737823486274,53.154047593938316,-382.6214258288011,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 14:57:00,2020-01-29 14:58:00,151.9288780593872,166.0338719558716,1,282.0998779296883,53.12604509736445,228.97383283232386,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 15:02:00,2020-01-29 15:06:00,123.00674694061279,135.26100608825683,4,245.08518295288098,52.018221228979726,193.06696172390127,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 09:17:00,2020-01-29 09:45:00,148.87125,115.11150152206422,28,-675.1949695587157,51.84944297992209,-727.0444125386377,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 10:04:00,2020-01-29 10:34:00,122.3551280593872,87.92962652206421,30,-688.5100307464597,50.858856232630686,-739.3688869790905,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 10:36:00,2020-01-29 11:05:00,89.82399847030639,78.30375000000001,29,-230.4049694061277,50.2205665208957,-280.6255359270234,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 11:18:00,2020-01-29 11:19:00,92.12975152969359,94.26375,1,42.67996940612818,50.63741693060431,-7.95744752447613,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 11:34:00,2020-01-29 11:36:00,86.8666265296936,85.9346265220642,2,-18.64000015258796,50.36943570302638,-69.00943585561434,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 11:58:00,2020-01-29 12:04:00,87.8691265296936,89.775,6,38.117469406128066,50.4753020703543,-12.357832664226237,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 12:36:00,2020-01-29 12:40:00,100.4504969406128,97.30612804412843,4,-62.88737792968732,50.81479212988556,-113.70217005957288,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 12:45:00,2020-01-29 12:46:00,86.76637805938721,88.32862804412842,1,31.244999694824287,50.42642099155276,-19.181421296728473,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 15:06:00,2020-01-29 15:11:00,129.17213111877442,129.62512195587158,5,9.059816741943223,51.95773250457305,-42.89791576262983,2020-01-29,0.6
BANKNIFTY12MAR2027300CE,CE,2020-03-06 09:15:00,2020-03-06 09:20:00,275.6875,448.875,2,3463.75,61.543287174999996,3402.206712825,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 10:05:00,2020-03-06 10:07:00,331.0255122375488,349.9728810882568,2,378.94737701416034,59.82512892427273,319.1222480898876,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 12:57:00,2020-03-06 13:02:00,386.213125,378.65100608825685,5,-151.24237823486283,61.20831299143832,-212.45069122630116,2020-03-06,0.6
BANKNIFTY12MAR2027300PE,PE,2020-03-06 13:09:00,2020-03-06 13:18:00,356.0880122375488,301.54423782348636,9,-1090.875488281249,58.95853645195776,-1149.834024733207,2020-03-06,0.6
