symbol,option_type,entry_time,exit_time,entry_price,exit_price,bars_held,gross,charges,pnl,test_day,entry_threshold
BANKNIFTY23JAN2030700PE,PE,2020-01-23 09:21:00,2020-01-23 09:22:00,58.49587347030639,64.1891234779358,1,113.86500015258804,49.48803989747363,64.37696025511441,2020-01-23,0.6
BANKNIFTY23JAN2030700PE,PE,2020-01-23 12:18:00,2020-01-23 12:24:00,9.724249808788299,9.875249619483949,6,3.0199962139129966,47.56101181156894,-44.54101559765594,2020-01-23,0.6
BANKNIFTY23JAN2030700PE,PE,2020-01-23 12:37:00,2020-01-23 12:39:00,5.41350009560585,5.536125190258026,2,2.4525018930435216,47.40191365446553,-44.94941176142201,2020-01-23,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-28 09:25:00,2020-01-28 09:35:00,240.7002561187744,253.21538108825686,10,250.30249938964914,56.349473345355534,193.9530260442936,2020-01-28,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-28 09:37:00,2020-01-28 09:46:00,254.13375,286.7313871765137,9,651.952743530274,57.331595625626655,594.6211479046474,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 09:50:00,2020-01-28 10:00:00,159.8486219406128,178.35300304412843,10,370.0876220703128,53.524082444385556,316.56353962592726,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 10:28:00,2020-01-28 10:38:00,235.6376280593872,205.235625,10,-608.040061187744,55.1195368842086,-663.1595980719526,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 11:19:00,2020-01-28 11:25:00,188.72062499999998,189.37538108825686,6,13.095121765137492,54.15088057618833,-41.055758811050836,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 11:30:00,2020-01-28 11:34:00,184.710625,185.4851219558716,4,15.489939117431959,54.00643683315584,-38.51649771572388,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 13:10:00,2020-01-28 13:16:00,148.5704969406128,139.15125,6,-188.38493881225588,52.4304397702914,-240.81537858254728,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 13:26:00,2020-01-28 13:36:00,134.43525611877442,170.52262195587159,10,721.7473167419433,53.01789389532304,668.7294228466203,2020-01-28,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-28 13:55:00,2020-01-28 14:03:00,175.08661888122558,201.495,8,528.1676223754886,54.2762899003328,473.89133247515576,2020-01-28,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 13:31:00,2020-01-29 13:33:00,191.97875,189.32550304412842,2,-53.06493911743132,54.19014500434417,-107.2550841217755,2020-01-29,0.6
BANKNIFTY30JAN2030900CE,CE,2020-01-29 14:37:00,2020-01-29 14:46:00,172.93124999999998,161.5451219558716,9,-227.72256088256768,53.27778760590583,-281.0003484884735,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 09:42:00,2020-01-29 09:51:00,125.3125,123.59025152206422,9,-34.44496955871557,51.76299221692208,-86.20796177563764,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 10:36:00,2020-01-29 10:46:00,89.82399847030639,88.12912347793579,10,-33.89749984741201,50.45955497522362,-84.35705482263563,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 10:47:00,2020-01-29 10:57:00,85.6135015296936,82.8922484779358,10,-54.42506103515598,50.27986579268222,-104.7049268278382,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 11:00:00,2020-01-29 11:10:00,75.438125,82.543125,10,142.10000000000008,50.14495904500001,91.95504095500007,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 12:36:00,2020-01-29 12:46:00,100.4504969406128,88.32862804412842,10,-242.43737792968744,50.596427010885556,-293.033804940573,2020-01-29,0.6
BANKNIFTY30JAN2030900PE,PE,2020-01-29 14:19:00,2020-01-29 14:21:00,74.8867469406128,79.35112804412842,2,89.28762207031241,50.06046808738556,39.22715398292685,2020-01-29,0.6
BANKNIFTY06FEB2030600CE,CE,2020-02-01 13:18:00,2020-02-01 13:28:00,376.23823776245115,248.87625000000003,10,-2547.2397552490224,57.927799725165585,-2605.167554974188,2020-02-01,0.6
BANKNIFTY06FEB2030600CE,CE,2020-02-01 13:29:00,2020-02-01 13:39:00,228.1690061187744,238.25288108825686,10,201.67749938964903,55.82984824285553,145.8476511467935,2020-02-01,0.6
BANKNIFTY06FEB2030600CE,CE,2020-02-01 13:41:00,2020-02-01 13:51:00,227.6176280593872,217.30538108825684,10,-206.244939422607,55.31347953139692,-261.5584189540039,2020-02-01,0.6
