symbol,option_type,entry_time,exit_time,entry_price,exit_price,bars_held,gross,charges,pnl,test_day
BANKNIFTY16JAN2031900CE,CE,2020-01-15 13:27:00,2020-01-15 13:32:00,82.65612194061279,87.73012195587158,5,101.48000030517579,50.360798990947245,51.11920131422855,2020-01-15
BANKNIFTY16JAN2031900CE,CE,2020-01-15 13:42:00,2020-01-15 13:52:00,70.0747515296936,68.62800304412842,10,-28.93496971130361,49.739860777948465,-78.67483048925207,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 09:39:00,2020-01-15 09:49:00,206.0638780593872,217.4051219558716,10,226.824877929688,55.04813041986444,171.77674750982356,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 10:05:00,2020-01-15 10:15:00,196.0388780593872,213.86399391174317,10,356.5023170471193,54.837450847770285,301.664866199349,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 10:30:00,2020-01-15 10:40:00,202.2042469406128,211.32038108825685,10,182.32268295288122,54.852177103729716,127.47050584915151,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 10:41:00,2020-01-15 10:51:00,214.535,217.25550304412843,10,54.4100608825687,55.14973297984416,-0.7396720972754594,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 10:52:00,2020-01-15 11:02:00,215.93849388122558,211.220625,10,-94.3573776245114,55.0203794668328,-149.3777570913442,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 11:04:00,2020-01-15 11:14:00,213.7329969406128,202.24312500000002,10,-229.79743881225545,54.77461413604139,-284.57205294829686,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 11:15:00,2020-01-15 11:25:00,195.48749999999998,197.30550304412841,10,36.36006088256863,54.42783863884416,-18.067777756275525,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 11:37:00,2020-01-15 11:47:00,198.3446311187744,191.9688719558716,10,-127.51518325805591,54.33352841307305,-181.84871167112897,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 12:17:00,2020-01-15 12:27:00,215.1365061187744,207.62961891174317,10,-150.13774414062482,54.92306969597888,-205.0608138366037,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 12:52:00,2020-01-15 12:58:00,192.12911888122557,205.6844969558716,6,271.1075614929206,54.589922751488636,216.51763874143194,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 13:58:00,2020-01-15 14:08:00,240.9508811187744,211.47,10,-589.6176223754878,55.3371890586672,-644.954811434155,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 14:09:00,2020-01-15 14:19:00,207.9686219406128,211.12086891174317,10,63.04493942260763,54.91893853860307,8.126000884004554,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 14:23:00,2020-01-15 14:28:00,177.59286888122557,166.2832469558716,5,-226.1924385070796,53.450949951488624,-279.6433884585682,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 15:05:00,2020-01-15 15:15:00,159.89874999999998,133.21612804412842,10,-533.6524391174311,52.42681392259416,-586.0792530400253,2020-01-15
BANKNIFTY16JAN2031900PE,PE,2020-01-15 15:20:00,2020-01-15 15:24:00,132.8813780593872,128.6775,4,-84.07756118774387,51.980765127458604,-136.05832631520246,2020-01-15
BANKNIFTY16JAN2031900CE,CE,2020-01-16 09:17:00,2020-01-16 09:20:00,109.72362194061279,125.53537347793579,3,316.2350307464601,51.616634599869315,264.6183961465908,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 10:00:00,2020-01-16 10:05:00,90.07462347030639,94.61287347793579,5,90.76500015258802,50.620376781473624,40.14462337111439,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 10:20:00,2020-01-16 10:30:00,72.53087347030639,46.28400152206421,10,-524.9374389648436,49.22688809906778,-574.1643270639114,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 10:32:00,2020-01-16 10:42:00,50.5761257648468,41.146875,10,-188.58501529693598,48.829177684802154,-237.41419298173813,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 10:43:00,2020-01-16 10:46:00,44.0598757648468,48.478498477935794,3,88.37245426177986,48.926553878130065,39.4459003836498,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 10:53:00,2020-01-16 11:03:00,42.0548757648468,19.401375761032106,10,-453.0700000762938,48.194384258013194,-501.264384334307,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 12:54:00,2020-01-16 13:04:00,23.6088742351532,41.6954992389679,10,361.732500076294,48.5074918552368,313.2250082210572,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 13:10:00,2020-01-16 13:17:00,38.846875,42.643125000000005,7,75.92500000000015,48.71985235150001,27.205147648500144,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 13:18:00,2020-01-16 13:27:00,37.1426242351532,37.356375761032105,9,4.275030517578102,48.570086647908894,-44.29505613033079,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 14:17:00,2020-01-16 14:25:00,55.3380007648468,35.910000000000004,8,-388.56001529693583,48.760957662302154,-437.32097295923796,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 14:29:00,2020-01-16 14:39:00,24.661500382423398,22.194375,10,-49.342507648467944,48.04623171590108,-97.38873936436903,2020-01-16
BANKNIFTY16JAN2031900CE,CE,2020-01-16 14:42:00,2020-01-16 14:51:00,11.3282501912117,13.266750190258026,9,38.769999980926535,47.6634327740033,-8.893432793076762,2020-01-16
